sample_id,position,velocity,acceleration
pmks_positive_0057,-3.3410914461002861,2.5224227937916961,-2.4791858694937519
pmks_positive_0058,-3.3827870429840168,2.4810219713668555,-2.4888563153977854
pmks_positive_0059,-3.4237912983755479,2.4394627128848305,-2.4982034173337713
pmks_positive_0060,-3.4641016151377393,2.3977501476125718,-2.5072582756347459
pmks_positive_0061,-3.5037154773229346,2.355888890304175,-2.5160515287062375
pmks_positive_0062,-3.5426304416626593,2.3138830490357267,-2.5246133369452686
pmks_positive_0063,-3.5808441291900799,2.2717362332961479,-2.5329733680865867
pmks_positive_0064,-3.6183542169992666,2.2294515623110267,-2.5411607838810424
pmks_positive_0065,-3.6551584301449971,2.1870316735780526,-2.549204228008465
pmks_positive_0066,-3.691254533686422,2.1444787315943135,-2.5571318151251154
pmks_positive_0067,-3.7266403248776712,2.1017944367573831,-2.5649711209439308
pmks_positive_0068,-3.7613136255081425,2.0589800344238451,-2.5727491732442234
pmks_positive_0069,-3.7952722743949714,2.0160363241106385,-2.5804924437062087
pmks_positive_0070,-3.8285141200299648,1.9729636688263545,-2.5882268404647739
pmks_positive_0071,-3.8610370133830507,1.9297620045213804,-2.5959777012761718
pmks_positive_0072,-3.8928388008641548,1.8864308496475637,-2.603769787190807
pmks_positive_0073,-3.9239173174452784,1.8429693148198583,-2.6116272766249864
pmks_positive_0074,-3.9542703799443899,1.7993761125741967,-2.6195737597244255
pmks_positive_0075,-3.9838957804727455,1.7556495672176107,-2.6276322329123292
pmks_positive_0076,-4.0127912800471055,1.7117876247684287,-2.6358250935151109
pmks_positive_0077,-4.0409546023683891,1.667787862986136,-2.6441741343591749
pmks_positive_0078,-4.0683834277682323,1.6236475014922611,-2.6527005382326547
pmks_positive_0079,-4.095075387325025,1.5793634119854369,-2.6614248721066271
pmks_positive_0080,-4.1210280571509887,1.5349321285554931,-2.6703670810110212
pmks_positive_0081,-4.1462389528520589,1.49034985810323,-2.6795464814613057
pmks_positive_0082,-4.1707055241623401,1.4456124908741976,-2.6889817543329118
pmks_positive_0083,-4.1944251497551548,1.400715611116548,-2.6986909370814707
pmks_positive_0084,-4.2173951322328449,1.3556545078747098,-2.7086914152080057
pmks_positive_0085,-4.2396126932976728,1.3104241859322796,-2.7189999128696001
pmks_positive_0086,-4.2610749691064704,1.2650193769192195,-2.7296324825373688
pmks_positive_0087,-4.2817790058118739,1.2194345506000237,-2.7406044936051801
pmks_positive_0088,-4.3017217552933449,1.173663926361147,-2.7519306198542823
pmks_positive_0089,-4.3209000710814323,1.1277014849175406,-2.7636248256808407
pmks_positive_0090,-4.3393107044791357,1.0815409802596634,-2.7757003509955775
pmks_positive_0091,-4.356950300884515,1.035175951863849,-2.788169694706998
pmks_positive_0092,-4.3738153963192108,0.98859973719036742,-2.8010445967023117
pmks_positive_0093,-4.3899024141677927,0.94180548449487556,-2.8143360182431159
pmks_positive_0094,-4.4052076621334848,0.89478616598040261,-2.8280541206961409
pmks_positive_0095,-4.4197273294160713,0.8475345913182053,-2.8422082425230299
pmks_positive_0096,-4.4334574841184722,0.8000434215671508,-2.8568068744572281
pmks_positive_0097,-4.4463940708888092,0.75230518352238873,-2.8718576328006433
pmks_positive_0098,-4.4585329088054468,0.70431228452518724,-2.8873672307778366
pmks_positive_0099,-4.4698696895128993,0.65605702776678521,-2.9033414478912811
pmks_positive_0100,-4.4803999756171811,0.60753162811999162,-2.9197850972275528
pmks_positive_0101,-4.4901191993496408,0.55872822853307369,-2.9367019906714682
pmks_positive_0102,-4.4990226615089561,0.50963891702108144,-2.9540949019930971
pmks_positive_0103,-4.5071055306915531,0.46025574429031357,-2.9719655277812853
pmks_positive_0104,-4.5143628428212779,0.41057074203194754,-2.9903144462070914
pmks_positive_0105,-4.5207895009898014,0.36057594192109588,-3.0091410736111697
pmks_positive_0106,-4.5263802756198093,0.31026339535749003,-3.0284436189209432
pmks_positive_0107,-4.5311298049636131,0.25962519398385786,-3.0482190359163135
pmks_positive_0108,-4.5350325959504882,0.20865349101757102,-3.0684629733767816
pmks_positive_0109,-4.5380830253965438,0.15734052343051119,-3.0891697231582587
